id,profileId,voice,sourceType,lessonId,lessonTitle,sourceId,text,note,priority,localOutputPath,r2ObjectKey
vi3a-0174,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-c03,HÃ£y gom tá»« theo nhÃ³m: ngÆ°á»i/váº­t/nÆ¡i chá»‘n/hÃ nh Ä‘á»™ng/tÃ­nh tá»« Ä‘á»ƒ nhá»› lÃ¢u hÆ¡n.,cardType:explain,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-ed2c1d403c.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-ed2c1d403c.mp3
vi3a-0175,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school:objective:2,Hiá»ƒu nghÄ©a Viá»‡t vÃ  dÃ¹ng Ä‘Æ°á»£c tá»« trong cÃ¢u ngáº¯n.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-d1a598fe17.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-d1a598fe17.mp3
vi3a-0176,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q008:answerText,há»™p bÃºt,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-24b05ff6c0.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-24b05ff6c0.mp3
vi3a-0177,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q009:answerText,mÃ¡y tÃ­nh bá» tÃºi,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-62da232563.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-62da232563.mp3
vi3a-0178,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q001:answerText,mÃ´n há»c,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-49781759c2.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-49781759c2.mp3
vi3a-0179,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school:objective:1,Nhá»› tá»« vá»±ng chÃ­nh cá»§a unit.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-a02cf8373e.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-a02cf8373e.mp3
vi3a-0180,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q007:answerText,sÃ¢n chÆ¡i,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-798d7862b4.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-798d7862b4.mp3
vi3a-0181,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q004:answerText,thÆ° viá»‡n,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-98d09f8926.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-98d09f8926.mp3
vi3a-0182,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school:objective:3,TrÃ¡nh há»c thuá»™c nghÄ©a rá»i ráº¡c mÃ  khÃ´ng biáº¿t ngá»¯ cáº£nh.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-3ebcdeb410.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-3ebcdeb410.mp3
vi3a-0183,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q010:answerText,trÆ°á»ng ná»™i trÃº,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-67556fe60b.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-67556fe60b.mp3
vi3a-0184,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q011:answerText,trÆ°á»ng quá»‘c táº¿,questionType:single_choice;field:answerText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-d2922f3b3e.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-d2922f3b3e.mp3
vi3a-0185,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q018:questionText,Which English word/phrase means 'bÃ i há»c'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-6de7e30265.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-6de7e30265.mp3
vi3a-0186,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q017:questionText,Which English word/phrase means 'bÃ i táº­p vá» nhÃ '?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-eb3df4ca01.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-eb3df4ca01.mp3
vi3a-0187,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q014:questionText,Which English word/phrase means 'báº¡n cÃ¹ng lá»›p'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-68b4884256.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-68b4884256.mp3
vi3a-0188,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q015:questionText,Which English word/phrase means 'Ä‘á»“ng phá»¥c'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-b8782cb0af.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-b8782cb0af.mp3
vi3a-0189,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q020:questionText,Which English word/phrase means 'há»™p bÃºt'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-0c8e74c9b6.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-0c8e74c9b6.mp3
vi3a-0190,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q021:questionText,Which English word/phrase means 'mÃ¡y tÃ­nh bá» tÃºi'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-e4a81710c1.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-e4a81710c1.mp3
vi3a-0191,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q013:questionText,Which English word/phrase means 'mÃ´n há»c'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-a08f147d3f.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-a08f147d3f.mp3
vi3a-0192,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q019:questionText,Which English word/phrase means 'sÃ¢n chÆ¡i'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-53aaa39f87.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-53aaa39f87.mp3
vi3a-0193,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q016:questionText,Which English word/phrase means 'thÆ° viá»‡n'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-77b23b0094.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-77b23b0094.mp3
vi3a-0194,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q022:questionText,Which English word/phrase means 'trÆ°á»ng ná»™i trÃº'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-6875ce05cb.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-6875ce05cb.mp3
vi3a-0195,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,1,Unit 1 - My New School: Vocabulary,eng6-b2-u01-vocabulary-my-new-school-q023:questionText,Which English word/phrase means 'trÆ°á»ng quá»‘c táº¿'?,questionType:single_choice;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-8c4a2e2a1d.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-8c4a2e2a1d.mp3
vi3a-0196,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,2,Unit 1 - My New School: Grammar,eng6-b2-u01-grammar-my-new-school:objective:2,Chá»n Ä‘Æ°á»£c dáº¡ng tá»«/cáº¥u trÃºc Ä‘Ãºng trong cÃ¢u.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-8a2b621080.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-8a2b621080.mp3
vi3a-0197,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,2,Unit 1 - My New School: Grammar,eng6-b2-u01-grammar-my-new-school-c07,"Em hÃ£y viáº¿t 2 cÃ¢u dÃ¹ng: present simple, adverbs of frequency.",cardType:mini_check,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-81e5d30175.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-81e5d30175.mp3
vi3a-0198,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,2,Unit 1 - My New School: Grammar,eng6-b2-u01-grammar-my-new-school-c04,"HÃ£y nhÃ¬n chá»§ ngá»¯, thÃ¬/cáº¥u trÃºc, rá»“i chá»n Ä‘á»™ng tá»« hoáº·c tá»« ná»‘i phÃ¹ há»£p.",cardType:example,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-166c23116f.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-166c23116f.mp3
vi3a-0199,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,2,Unit 1 - My New School: Grammar,eng6-b2-u01-grammar-my-new-school:objective:1,Náº¯m cáº¥u trÃºc ngá»¯ phÃ¡p chÃ­nh cá»§a unit.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-d8559121a0.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-d8559121a0.mp3
vi3a-0200,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,2,Unit 1 - My New School: Grammar,eng6-b2-u01-grammar-my-new-school:objective:3,Viáº¿t Ä‘Æ°á»£c cÃ¢u Ä‘Æ¡n giáº£n Ä‘Ãºng máº«u.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-312e588343.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-312e588343.mp3
vi3a-0201,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,3,"Unit 1 - My New School: Reading, Speaking & Writing",eng6-b2-u01-skills-my-new-school:objective:1,Äá»c hiá»ƒu Ä‘oáº¡n ngáº¯n theo chá»§ Ä‘á».,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-de32173653.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-de32173653.mp3
vi3a-0202,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,3,"Unit 1 - My New School: Reading, Speaking & Writing",eng6-b2-u01-skills-my-new-school-c07,Em hÃ£y tráº£ lá»i 1 cÃ¢u há»i giao tiáº¿p trong bÃ i báº±ng cÃ¢u Ä‘áº§y Ä‘á»§.,cardType:mini_check,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-3489a77072.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-3489a77072.mp3
vi3a-0203,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,3,"Unit 1 - My New School: Reading, Speaking & Writing",eng6-b2-u01-skills-my-new-school:objective:2,Há»i Ä‘Ã¡p Ä‘Æ°á»£c máº«u cÃ¢u giao tiáº¿p cÆ¡ báº£n.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-4bf23293f8.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-4bf23293f8.mp3
vi3a-0204,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,3,"Unit 1 - My New School: Reading, Speaking & Writing",eng6-b2-u01-skills-my-new-school-c03,"Nghe/Ä‘á»c cÃ¢u ngáº¯n, báº¯t tá»« khÃ³a chÃ­nh, khÃ´ng cáº§n dá»‹ch tá»«ng chá»¯.",cardType:explain,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-f4b615d924.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-f4b615d924.mp3
vi3a-0205,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,3,"Unit 1 - My New School: Reading, Speaking & Writing",eng6-b2-u01-skills-my-new-school:objective:3,Viáº¿t Ä‘Æ°á»£c Ä‘oáº¡n/cÃ¢u ngáº¯n theo gá»£i Ã½.,objective,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-4316dcaaff.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-4316dcaaff.mp3
vi3a-0206,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q005:explanationSimple,'attic' means 'gÃ¡c mÃ¡i'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-8a27310e4c.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-8a27310e4c.mp3
vi3a-0207,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q004:explanationSimple,'bathroom' means 'phÃ²ng táº¯m'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-c79fb28d0e.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-c79fb28d0e.mp3
vi3a-0208,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q039:questionText,'bedroom' means 'mÃ¡y rá»­a bÃ¡t'.,questionType:true_false;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-cad5fe638b.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-cad5fe638b.mp3
vi3a-0209,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q039:explanationSimple,"'bedroom' means 'phÃ²ng ngá»§', not 'mÃ¡y rá»­a bÃ¡t'.",questionType:true_false;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-333c26ad75.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-333c26ad75.mp3
vi3a-0210,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q012:explanationSimple,'between' means 'á»Ÿ giá»¯a'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-4798f66fd6.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-4798f66fd6.mp3
vi3a-0211,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q011:explanationSimple,'dishwasher' means 'mÃ¡y rá»­a bÃ¡t'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-5dd2bafe13.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-5dd2bafe13.mp3
vi3a-0212,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q021:explanationSimple,'Ä‘Ã¨n' in English is 'lamp'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-b29e6ec04a.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-b29e6ec04a.mp3
vi3a-0213,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q010:explanationSimple,'fridge' means 'tá»§ láº¡nh'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-93f445ccc4.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-93f445ccc4.mp3
vi3a-0214,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q017:explanationSimple,'gÃ¡c mÃ¡i' in English is 'attic'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-6a6ba059a9.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-6a6ba059a9.mp3
vi3a-0215,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q018:explanationSimple,'gháº¿ sÃ´ pha' in English is 'sofa'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-53ebaf3e88.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-53ebaf3e88.mp3
vi3a-0216,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q003:explanationSimple,'kitchen' means 'nhÃ  báº¿p'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-4b7d07550d.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-4b7d07550d.mp3
vi3a-0217,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q009:explanationSimple,'lamp' means 'Ä‘Ã¨n'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-643e074bc5.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-643e074bc5.mp3
vi3a-0218,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q038:questionText,'living room' means 'á»Ÿ giá»¯a'.,questionType:true_false;field:questionText,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-f259be91e9.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-f259be91e9.mp3
vi3a-0219,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q038:explanationSimple,"'living room' means 'phÃ²ng khÃ¡ch', not 'á»Ÿ giá»¯a'.",questionType:true_false;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-b16c603f88.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-b16c603f88.mp3
vi3a-0220,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q001:explanationSimple,'living room' means 'phÃ²ng khÃ¡ch'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-3d481bd7f1.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-3d481bd7f1.mp3
vi3a-0221,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q023:explanationSimple,'mÃ¡y rá»­a bÃ¡t' in English is 'dishwasher'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-1c90cae943.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-1c90cae943.mp3
vi3a-0222,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q015:explanationSimple,'nhÃ  báº¿p' in English is 'kitchen'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-17c0d12389.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-17c0d12389.mp3
vi3a-0223,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q024:explanationSimple,'á»Ÿ giá»¯a' in English is 'between'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-ee1dade0f5.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-ee1dade0f5.mp3
vi3a-0224,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q013:explanationSimple,'phÃ²ng khÃ¡ch' in English is 'living room'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-e286d68856.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-e286d68856.mp3
vi3a-0225,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q016:explanationSimple,'phÃ²ng táº¯m' in English is 'bathroom'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-72a82a9c11.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-72a82a9c11.mp3
vi3a-0226,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q006:explanationSimple,'sofa' means 'gháº¿ sÃ´ pha'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-d070412be7.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-d070412be7.mp3
vi3a-0227,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q022:explanationSimple,'tá»§ láº¡nh' in English is 'fridge'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-ab6a7ae254.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-ab6a7ae254.mp3
vi3a-0228,vi-v1-phase3a,vi-VN-Chirp3-HD-Despina,vietnamese-instruction,4,Unit 2 - My House: Vocabulary,eng6-b2-u02-vocabulary-my-house-q020:explanationSimple,'tá»§ quáº§n Ã¡o' in English is 'wardrobe'.,questionType:single_choice;field:explanationSimple,2,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\vi-v1-phase3a\vietnamese-instruction-66f4e224ad.mp3,audio/tts/assets/vi-v1-phase3a/vietnamese-instruction-66f4e224ad.mp3
