id,subject,grade,sourceType,sourceId,lessonId,title,text,profileId,voice,localOutputPath,r2ObjectKey,warning
eng6-full-00095,english,6,question,eng6-b2-u01-skills-my-new-school-q015,3,Write a sentence using the word/phrase 'playground'.,Write a sentence using the word/phrase 'playground'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q015.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q015.mp3,
eng6-full-00096,english,6,question,eng6-b2-u01-skills-my-new-school-q016,3,Write a sentence using the word/phrase 'pencil case'.,Write a sentence using the word/phrase 'pencil case'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q016.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q016.mp3,
eng6-full-00097,english,6,question,eng6-b2-u01-skills-my-new-school-q017,3,"Write 4-5 sentences about school, classmates and school activities.","Write 4-5 sentences about school, classmates and school activities.",en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q017.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q017.mp3,
eng6-full-00098,english,6,question,eng6-b2-u01-skills-my-new-school-q018,3,Make a short dialogue with 2 questions and 2 answers about My New School.,Make a short dialogue with 2 questions and 2 answers about My New School.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q018.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q018.mp3,
eng6-full-00099,english,6,question,eng6-b2-u01-skills-my-new-school-q019,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q019.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q019.mp3,
eng6-full-00100,english,6,question,eng6-b2-u01-skills-my-new-school-q020,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q020.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q020.mp3,
eng6-full-00101,english,6,question,eng6-b2-u01-skills-my-new-school-q021,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q021.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q021.mp3,
eng6-full-00102,english,6,question,eng6-b2-u01-skills-my-new-school-q022,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q022.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q022.mp3,
eng6-full-00103,english,6,question,eng6-b2-u01-skills-my-new-school-q023,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q023.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q023.mp3,
eng6-full-00104,english,6,question,eng6-b2-u01-skills-my-new-school-q024,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q024.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q024.mp3,
eng6-full-00105,english,6,question,eng6-b2-u01-skills-my-new-school-q025,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q025.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q025.mp3,
eng6-full-00106,english,6,question,eng6-b2-u01-skills-my-new-school-q026,3,Which word belongs to Unit 1 - My New School?,Which word belongs to Unit 1 - My New School?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q026.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q026.mp3,
eng6-full-00107,english,6,question,eng6-b2-u01-skills-my-new-school-q027,3,Answer the question in a complete sentence: Do you wear a uniform?,Answer the question in a complete sentence: Do you wear a uniform?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q027.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q027.mp3,
eng6-full-00108,english,6,question,eng6-b2-u01-skills-my-new-school-q028,3,Answer the question in a complete sentence: Do you wear a uniform?,Answer the question in a complete sentence: Do you wear a uniform?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q028.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q028.mp3,
eng6-full-00109,english,6,question,eng6-b2-u01-skills-my-new-school-q029,3,Answer the question in a complete sentence: Do you wear a uniform?,Answer the question in a complete sentence: Do you wear a uniform?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q029.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q029.mp3,
eng6-full-00110,english,6,question,eng6-b2-u01-skills-my-new-school-q030,3,Answer the question in a complete sentence: What is your favourite subject?,Answer the question in a complete sentence: What is your favourite subject?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q030.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q030.mp3,
eng6-full-00111,english,6,question,eng6-b2-u01-skills-my-new-school-q031,3,Answer the question in a complete sentence: How do you go to school?,Answer the question in a complete sentence: How do you go to school?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q031.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q031.mp3,
eng6-full-00112,english,6,question,eng6-b2-u01-skills-my-new-school-q032,3,Answer the question in a complete sentence: Do you wear a uniform?,Answer the question in a complete sentence: Do you wear a uniform?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q032.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q032.mp3,
eng6-full-00113,english,6,question,eng6-b2-u01-skills-my-new-school-q033,3,Answer the question in a complete sentence: How do you go to school?,Answer the question in a complete sentence: How do you go to school?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q033.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q033.mp3,
eng6-full-00114,english,6,question,eng6-b2-u01-skills-my-new-school-q034,3,Answer the question in a complete sentence: How do you go to school?,Answer the question in a complete sentence: How do you go to school?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q034.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q034.mp3,
eng6-full-00115,english,6,question,eng6-b2-u01-skills-my-new-school-q035,3,Answer the question in a complete sentence: What is your favourite subject?,Answer the question in a complete sentence: What is your favourite subject?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q035.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q035.mp3,
eng6-full-00116,english,6,question,eng6-b2-u01-skills-my-new-school-q036,3,Answer the question in a complete sentence: How do you go to school?,Answer the question in a complete sentence: How do you go to school?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q036.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q036.mp3,
eng6-full-00117,english,6,question,eng6-b2-u01-skills-my-new-school-q037,3,Answer the question in a complete sentence: What is your favourite subject?,Answer the question in a complete sentence: What is your favourite subject?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q037.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q037.mp3,
eng6-full-00118,english,6,question,eng6-b2-u01-skills-my-new-school-q038,3,Answer the question in a complete sentence: Do you wear a uniform?,Answer the question in a complete sentence: Do you wear a uniform?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q038.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q038.mp3,
eng6-full-00119,english,6,question,eng6-b2-u01-skills-my-new-school-q039,3,Answer the question in a complete sentence: How do you go to school?,Answer the question in a complete sentence: How do you go to school?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q039.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q039.mp3,
eng6-full-00120,english,6,question,eng6-b2-u01-skills-my-new-school-q040,3,Answer the question in a complete sentence: What is your favourite subject?,Answer the question in a complete sentence: What is your favourite subject?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u01-skills-my-new-school-q040.mp3,audio/tts/assets/en-v1/question-eng6-b2-u01-skills-my-new-school-q040.mp3,
eng6-full-00121,english,6,question,eng6-b2-u02-vocabulary-my-house-q001,4,What does 'living room' mean in Vietnamese?,What does 'living room' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q001.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q001.mp3,
eng6-full-00122,english,6,question,eng6-b2-u02-vocabulary-my-house-q002,4,What does 'bedroom' mean in Vietnamese?,What does 'bedroom' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q002.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q002.mp3,
eng6-full-00123,english,6,question,eng6-b2-u02-vocabulary-my-house-q003,4,What does 'kitchen' mean in Vietnamese?,What does 'kitchen' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q003.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q003.mp3,
eng6-full-00124,english,6,question,eng6-b2-u02-vocabulary-my-house-q004,4,What does 'bathroom' mean in Vietnamese?,What does 'bathroom' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q004.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q004.mp3,
eng6-full-00125,english,6,question,eng6-b2-u02-vocabulary-my-house-q005,4,What does 'attic' mean in Vietnamese?,What does 'attic' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q005.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q005.mp3,
eng6-full-00126,english,6,question,eng6-b2-u02-vocabulary-my-house-q006,4,What does 'sofa' mean in Vietnamese?,What does 'sofa' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q006.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q006.mp3,
eng6-full-00127,english,6,question,eng6-b2-u02-vocabulary-my-house-q007,4,What does 'cupboard' mean in Vietnamese?,What does 'cupboard' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q007.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q007.mp3,
eng6-full-00128,english,6,question,eng6-b2-u02-vocabulary-my-house-q008,4,What does 'wardrobe' mean in Vietnamese?,What does 'wardrobe' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q008.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q008.mp3,
eng6-full-00129,english,6,question,eng6-b2-u02-vocabulary-my-house-q009,4,What does 'lamp' mean in Vietnamese?,What does 'lamp' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q009.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q009.mp3,
eng6-full-00130,english,6,question,eng6-b2-u02-vocabulary-my-house-q010,4,What does 'fridge' mean in Vietnamese?,What does 'fridge' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q010.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q010.mp3,
eng6-full-00131,english,6,question,eng6-b2-u02-vocabulary-my-house-q011,4,What does 'dishwasher' mean in Vietnamese?,What does 'dishwasher' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q011.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q011.mp3,
eng6-full-00132,english,6,question,eng6-b2-u02-vocabulary-my-house-q012,4,What does 'between' mean in Vietnamese?,What does 'between' mean in Vietnamese?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q012.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q012.mp3,
eng6-full-00133,english,6,question,eng6-b2-u02-vocabulary-my-house-q013,4,Which English word/phrase means 'phòng khách'?,Which English word/phrase means 'phòng khách'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q013.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q013.mp3,
eng6-full-00134,english,6,question,eng6-b2-u02-vocabulary-my-house-q014,4,Which English word/phrase means 'phòng ngủ'?,Which English word/phrase means 'phòng ngủ'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q014.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q014.mp3,
eng6-full-00135,english,6,question,eng6-b2-u02-vocabulary-my-house-q015,4,Which English word/phrase means 'nhà bếp'?,Which English word/phrase means 'nhà bếp'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q015.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q015.mp3,
eng6-full-00136,english,6,question,eng6-b2-u02-vocabulary-my-house-q016,4,Which English word/phrase means 'phòng tắm'?,Which English word/phrase means 'phòng tắm'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q016.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q016.mp3,
eng6-full-00137,english,6,question,eng6-b2-u02-vocabulary-my-house-q017,4,Which English word/phrase means 'gác mái'?,Which English word/phrase means 'gác mái'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q017.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q017.mp3,
eng6-full-00138,english,6,question,eng6-b2-u02-vocabulary-my-house-q018,4,Which English word/phrase means 'ghế sô pha'?,Which English word/phrase means 'ghế sô pha'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q018.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q018.mp3,
eng6-full-00139,english,6,question,eng6-b2-u02-vocabulary-my-house-q019,4,Which English word/phrase means 'tủ chén'?,Which English word/phrase means 'tủ chén'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q019.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q019.mp3,
eng6-full-00140,english,6,question,eng6-b2-u02-vocabulary-my-house-q020,4,Which English word/phrase means 'tủ quần áo'?,Which English word/phrase means 'tủ quần áo'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q020.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q020.mp3,
eng6-full-00141,english,6,question,eng6-b2-u02-vocabulary-my-house-q021,4,Which English word/phrase means 'đèn'?,Which English word/phrase means 'đèn'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q021.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q021.mp3,
eng6-full-00142,english,6,question,eng6-b2-u02-vocabulary-my-house-q022,4,Which English word/phrase means 'tủ lạnh'?,Which English word/phrase means 'tủ lạnh'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q022.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q022.mp3,
eng6-full-00143,english,6,question,eng6-b2-u02-vocabulary-my-house-q023,4,Which English word/phrase means 'máy rửa bát'?,Which English word/phrase means 'máy rửa bát'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q023.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q023.mp3,
eng6-full-00144,english,6,question,eng6-b2-u02-vocabulary-my-house-q024,4,Which English word/phrase means 'ở giữa'?,Which English word/phrase means 'ở giữa'?,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q024.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q024.mp3,
eng6-full-00145,english,6,question,eng6-b2-u02-vocabulary-my-house-q025,4,There is a ____ in the kitchen.,There is a ____ in the kitchen.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q025.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q025.mp3,
eng6-full-00146,english,6,question,eng6-b2-u02-vocabulary-my-house-q026,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q026.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q026.mp3,
eng6-full-00147,english,6,question,eng6-b2-u02-vocabulary-my-house-q027,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q027.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q027.mp3,
eng6-full-00148,english,6,question,eng6-b2-u02-vocabulary-my-house-q028,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q028.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q028.mp3,
eng6-full-00149,english,6,question,eng6-b2-u02-vocabulary-my-house-q029,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q029.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q029.mp3,
eng6-full-00150,english,6,question,eng6-b2-u02-vocabulary-my-house-q030,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q030.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q030.mp3,
eng6-full-00151,english,6,question,eng6-b2-u02-vocabulary-my-house-q031,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q031.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q031.mp3,
eng6-full-00152,english,6,question,eng6-b2-u02-vocabulary-my-house-q032,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q032.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q032.mp3,
eng6-full-00153,english,6,question,eng6-b2-u02-vocabulary-my-house-q033,4,Complete the sentence with a Unit 2 word: ____.,Complete the sentence with a Unit 2 word: ____.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q033.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q033.mp3,
eng6-full-00154,english,6,question,eng6-b2-u02-vocabulary-my-house-q034,4,'living room' means 'phòng khách'.,'living room' means 'phòng khách'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q034.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q034.mp3,
eng6-full-00155,english,6,question,eng6-b2-u02-vocabulary-my-house-q035,4,'bedroom' means 'phòng ngủ'.,'bedroom' means 'phòng ngủ'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q035.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q035.mp3,
eng6-full-00156,english,6,question,eng6-b2-u02-vocabulary-my-house-q036,4,'kitchen' means 'nhà bếp'.,'kitchen' means 'nhà bếp'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q036.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q036.mp3,
eng6-full-00157,english,6,question,eng6-b2-u02-vocabulary-my-house-q037,4,'bathroom' means 'phòng tắm'.,'bathroom' means 'phòng tắm'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q037.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q037.mp3,
eng6-full-00158,english,6,question,eng6-b2-u02-vocabulary-my-house-q038,4,'living room' means 'ở giữa'.,'living room' means 'ở giữa'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q038.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q038.mp3,
eng6-full-00159,english,6,question,eng6-b2-u02-vocabulary-my-house-q039,4,'bedroom' means 'máy rửa bát'.,'bedroom' means 'máy rửa bát'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q039.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q039.mp3,
eng6-full-00160,english,6,question,eng6-b2-u02-vocabulary-my-house-q040,4,Choose the best sentence using 'sofa'.,Choose the best sentence using 'sofa'.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-vocabulary-my-house-q040.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-vocabulary-my-house-q040.mp3,
eng6-full-00161,english,6,question,eng6-b2-u02-grammar-my-house-q001,5,There ____ a sofa in the living room.,There ____ a sofa in the living room.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-grammar-my-house-q001.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-grammar-my-house-q001.mp3,
eng6-full-00162,english,6,question,eng6-b2-u02-grammar-my-house-q002,5,There ____ two bedrooms in my house.,There ____ two bedrooms in my house.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-eng6-b2-u02-grammar-my-house-q002.mp3,audio/tts/assets/en-v1/question-eng6-b2-u02-grammar-my-house-q002.mp3,
