key,id,catalogId,subject,grade,sourceType,sourceId,lessonId,title,textPreview,r2ObjectKey,localFileName,fileSizeBytes,durationMs,status
lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c03,lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c03,eng6-full-00219,english,6,lesson-card,eng6-b2-u10-vocabulary-our-houses-in-the-future-c03,28,Nhóm nghĩa cần nhớ,Hãy gom từ theo nhóm: người/vật/nơi chốn/hành động/tính từ để nhớ lâu hơn.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c03.mp3,lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c03.mp3,60864,,local-ready
lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c04,lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c04,eng6-full-00220,english,6,lesson-card,eng6-b2-u10-vocabulary-our-houses-in-the-future-c04,28,Ví dụ câu ngắn,Ví dụ: I like my future.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c04.mp3,lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c04.mp3,20736,,local-ready
lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c05,lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c05,eng6-full-00221,english,6,lesson-card,eng6-b2-u10-vocabulary-our-houses-in-the-future-c05,28,Mẹo học từ,"Đọc to từ, đặt một câu ngắn, rồi đổi ngữ cảnh để tránh học vẹt.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c05.mp3,lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c05.mp3,46080,,local-ready
lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c06,lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c06,eng6-full-00222,english,6,lesson-card,eng6-b2-u10-vocabulary-our-houses-in-the-future-c06,28,Lỗi hay gặp,Không chỉ nhớ nghĩa tiếng Việt; cần biết từ dùng trong câu nào.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c06.mp3,lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c06.mp3,40128,,local-ready
lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c07,lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c07,eng6-full-00223,english,6,lesson-card,eng6-b2-u10-vocabulary-our-houses-in-the-future-c07,28,Mini check,Em hãy chọn 3 từ trong Unit 10 và đặt câu.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c07.mp3,lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c07.mp3,30336,,local-ready
lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c08,lesson-card:eng6-b2-u10-vocabulary-our-houses-in-the-future-c08,eng6-full-00224,english,6,lesson-card,eng6-b2-u10-vocabulary-our-houses-in-the-future-c08,28,Recap,"Cần nhớ từ theo chủ đề Our Houses in the Future, nghĩa Việt, loại từ và câu ví dụ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c08.mp3,lesson-card-eng6-b2-u10-vocabulary-our-houses-in-the-future-c08.mp3,54144,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c01,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c01,eng6-full-00225,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c01,29,Grammar Unit 10,Bài này luyện ngữ pháp dùng trong chủ đề Our Houses in the Future.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c01.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c01.mp3,36864,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c02,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c02,eng6-full-00226,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c02,29,Điểm ngữ pháp 1,Use will + base verb for future predictions: Robots will clean the house.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c02.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c02.mp3,44544,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c03,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c03,eng6-full-00227,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c03,29,Điểm ngữ pháp 2,Use might + base verb for uncertain future possibility: We might live in a houseboat.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c03.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c03.mp3,48000,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c04,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c04,eng6-full-00228,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c04,29,Công thức câu,"Hãy nhìn chủ ngữ, thì/cấu trúc, rồi chọn động từ hoặc từ nối phù hợp.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c04.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c04.mp3,52992,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c05,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c05,eng6-full-00229,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c05,29,Ví dụ đúng,What will your future house be like? → It will be a smart house. | Where might you live? → I mi…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c05.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c05.mp3,70848,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c06,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c06,eng6-full-00230,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c06,29,Lỗi hay gặp,Lỗi thường gặp là dịch từng chữ từ tiếng Việt sang tiếng Anh mà quên cấu trúc.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c06.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c06.mp3,48000,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c07,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c07,eng6-full-00231,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c07,29,Mini check,"Em hãy viết 2 câu dùng: will for future, might for possibility.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c07.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c07.mp3,40896,,local-ready
lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c08,lesson-card:eng6-b2-u10-grammar-our-houses-in-the-future-c08,eng6-full-00232,english,6,lesson-card,eng6-b2-u10-grammar-our-houses-in-the-future-c08,29,Recap,"Cần nhớ công thức, dấu hiệu nhận biết và một ví dụ đúng.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c08.mp3,lesson-card-eng6-b2-u10-grammar-our-houses-in-the-future-c08.mp3,38784,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c01,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c01,eng6-full-00233,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c01,30,Skills Unit 10,"Bài này luyện đọc, nói và viết ngắn theo chủ đề Our Houses in the Future.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c01.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c01.mp3,45696,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c02,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c02,eng6-full-00234,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c02,30,Reading mini text,"In the future, my house will be near the sea. It will use solar energy. Robots will clean the r…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c02.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c02.mp3,63168,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c03,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c03,eng6-full-00235,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c03,30,Listening/Speaking hint,"Nghe/đọc câu ngắn, bắt từ khóa chính, không cần dịch từng chữ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c03.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c03.mp3,49920,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c04,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c04,eng6-full-00236,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c04,30,Communication,What will your future house be like? → It will be a smart house. | Where might you live? → I mi…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c04.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c04.mp3,104448,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c05,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c05,eng6-full-00237,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c05,30,Writing frame,"Write 4-5 sentences about future homes and technology. Use simple, correct sentences.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c05.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c05.mp3,52032,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c06,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c06,eng6-full-00238,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c06,30,Pronunciation hint,Chú ý trọng âm từ quen thuộc và đọc rõ âm cuối ở từ số nhiều/động từ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c06.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c06.mp3,51264,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c07,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c07,eng6-full-00239,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c07,30,Mini check,Em hãy trả lời 1 câu hỏi giao tiếp trong bài bằng câu đầy đủ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c07.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c07.mp3,39744,,local-ready
lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c08,lesson-card:eng6-b2-u10-skills-our-houses-in-the-future-c08,eng6-full-00240,english,6,lesson-card,eng6-b2-u10-skills-our-houses-in-the-future-c08,30,Recap,"Cần hiểu đoạn đọc, hỏi đáp được câu đơn giản và viết đoạn ngắn.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c08.mp3,lesson-card-eng6-b2-u10-skills-our-houses-in-the-future-c08.mp3,44352,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c01,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c01,eng6-full-00241,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c01,31,Unit 11: Our Greener World,Chủ đề: environment and green actions. Bài này giúp em nhận biết và dùng từ vựng trong tình huố…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c01.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c01.mp3,66240,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c02,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c02,eng6-full-00242,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c02,31,Từ vựng trọng tâm,environment = môi trường; recycle = tái chế; reuse = tái sử dụng; reduce = giảm bớt; rubbish =…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c02.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c02.mp3,104832,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c03,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c03,eng6-full-00243,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c03,31,Nhóm nghĩa cần nhớ,Hãy gom từ theo nhóm: người/vật/nơi chốn/hành động/tính từ để nhớ lâu hơn.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c03.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c03.mp3,60864,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c04,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c04,eng6-full-00244,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c04,31,Ví dụ câu ngắn,Ví dụ: I like my environment.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c04.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c04.mp3,22464,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c05,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c05,eng6-full-00245,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c05,31,Mẹo học từ,"Đọc to từ, đặt một câu ngắn, rồi đổi ngữ cảnh để tránh học vẹt.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c05.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c05.mp3,46080,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c06,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c06,eng6-full-00246,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c06,31,Lỗi hay gặp,Không chỉ nhớ nghĩa tiếng Việt; cần biết từ dùng trong câu nào.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c06.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c06.mp3,40128,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c07,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c07,eng6-full-00247,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c07,31,Mini check,Em hãy chọn 3 từ trong Unit 11 và đặt câu.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c07.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c07.mp3,31104,,local-ready
lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c08,lesson-card:eng6-b2-u11-vocabulary-our-greener-world-c08,eng6-full-00248,english,6,lesson-card,eng6-b2-u11-vocabulary-our-greener-world-c08,31,Recap,"Cần nhớ từ theo chủ đề Our Greener World, nghĩa Việt, loại từ và câu ví dụ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c08.mp3,lesson-card-eng6-b2-u11-vocabulary-our-greener-world-c08.mp3,51264,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c01,lesson-card:eng6-b2-u11-grammar-our-greener-world-c01,eng6-full-00249,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c01,32,Grammar Unit 11,Bài này luyện ngữ pháp dùng trong chủ đề Our Greener World.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c01.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c01.mp3,34368,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c02,lesson-card:eng6-b2-u11-grammar-our-greener-world-c02,eng6-full-00250,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c02,32,Điểm ngữ pháp 1,"Use if + present simple, will + verb for real future results: If we recycle, we will reduce rub…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c02.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c02.mp3,62400,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c03,lesson-card:eng6-b2-u11-grammar-our-greener-world-c03,eng6-full-00251,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c03,32,Điểm ngữ pháp 2,Use a/an for one nonspecific thing and the for a specific thing.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c03.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c03.mp3,38400,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c04,lesson-card:eng6-b2-u11-grammar-our-greener-world-c04,eng6-full-00252,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c04,32,Công thức câu,"Hãy nhìn chủ ngữ, thì/cấu trúc, rồi chọn động từ hoặc từ nối phù hợp.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c04.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c04.mp3,52992,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c05,lesson-card:eng6-b2-u11-grammar-our-greener-world-c05,eng6-full-00253,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c05,32,Ví dụ đúng,What will happen if we use less plastic? → We will reduce pollution. | How can we be greener? →…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c05.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c05.mp3,79104,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c06,lesson-card:eng6-b2-u11-grammar-our-greener-world-c06,eng6-full-00254,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c06,32,Lỗi hay gặp,Lỗi thường gặp là dịch từng chữ từ tiếng Việt sang tiếng Anh mà quên cấu trúc.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c06.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c06.mp3,48000,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c07,lesson-card:eng6-b2-u11-grammar-our-greener-world-c07,eng6-full-00255,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c07,32,Mini check,"Em hãy viết 2 câu dùng: conditional type 1, articles a/an/the review.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c07.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c07.mp3,52032,,local-ready
lesson-card:eng6-b2-u11-grammar-our-greener-world-c08,lesson-card:eng6-b2-u11-grammar-our-greener-world-c08,eng6-full-00256,english,6,lesson-card,eng6-b2-u11-grammar-our-greener-world-c08,32,Recap,"Cần nhớ công thức, dấu hiệu nhận biết và một ví dụ đúng.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-grammar-our-greener-world-c08.mp3,lesson-card-eng6-b2-u11-grammar-our-greener-world-c08.mp3,38784,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c01,lesson-card:eng6-b2-u11-skills-our-greener-world-c01,eng6-full-00257,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c01,33,Skills Unit 11,"Bài này luyện đọc, nói và viết ngắn theo chủ đề Our Greener World.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c01.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c01.mp3,43008,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c02,lesson-card:eng6-b2-u11-skills-our-greener-world-c02,eng6-full-00258,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c02,33,Reading mini text,"Our class wants to make the school greener. We will plant trees, recycle paper and turn off lig…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c02.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c02.mp3,59904,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c03,lesson-card:eng6-b2-u11-skills-our-greener-world-c03,eng6-full-00259,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c03,33,Listening/Speaking hint,"Nghe/đọc câu ngắn, bắt từ khóa chính, không cần dịch từng chữ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c03.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c03.mp3,49920,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c04,lesson-card:eng6-b2-u11-skills-our-greener-world-c04,eng6-full-00260,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c04,33,Communication,What will happen if we use less plastic? → We will reduce pollution. | How can we be greener? →…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c04.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c04.mp3,114816,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c05,lesson-card:eng6-b2-u11-skills-our-greener-world-c05,eng6-full-00261,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c05,33,Writing frame,"Write 4-5 sentences about environment and green actions. Use simple, correct sentences.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c05.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c05.mp3,53376,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c06,lesson-card:eng6-b2-u11-skills-our-greener-world-c06,eng6-full-00262,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c06,33,Pronunciation hint,Chú ý trọng âm từ quen thuộc và đọc rõ âm cuối ở từ số nhiều/động từ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c06.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c06.mp3,51264,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c07,lesson-card:eng6-b2-u11-skills-our-greener-world-c07,eng6-full-00263,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c07,33,Mini check,Em hãy trả lời 1 câu hỏi giao tiếp trong bài bằng câu đầy đủ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c07.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c07.mp3,39744,,local-ready
lesson-card:eng6-b2-u11-skills-our-greener-world-c08,lesson-card:eng6-b2-u11-skills-our-greener-world-c08,eng6-full-00264,english,6,lesson-card,eng6-b2-u11-skills-our-greener-world-c08,33,Recap,"Cần hiểu đoạn đọc, hỏi đáp được câu đơn giản và viết đoạn ngắn.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u11-skills-our-greener-world-c08.mp3,lesson-card-eng6-b2-u11-skills-our-greener-world-c08.mp3,44352,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c01,lesson-card:eng6-b2-u12-vocabulary-robots-c01,eng6-full-00265,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c01,34,Unit 12: Robots,Chủ đề: robots and abilities. Bài này giúp em nhận biết và dùng từ vựng trong tình huống quen t…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c01.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c01.mp3,63552,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c02,lesson-card:eng6-b2-u12-vocabulary-robots-c02,eng6-full-00266,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c02,34,Từ vựng trọng tâm,robot = người máy; guard = bảo vệ; doctor robot = robot bác sĩ; home robot = robot gia đình; te…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c02.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c02.mp3,119616,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c03,lesson-card:eng6-b2-u12-vocabulary-robots-c03,eng6-full-00267,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c03,34,Nhóm nghĩa cần nhớ,Hãy gom từ theo nhóm: người/vật/nơi chốn/hành động/tính từ để nhớ lâu hơn.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c03.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c03.mp3,60864,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c04,lesson-card:eng6-b2-u12-vocabulary-robots-c04,eng6-full-00268,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c04,34,Ví dụ câu ngắn,Ví dụ: I like my robot.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c04.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c04.mp3,21312,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c05,lesson-card:eng6-b2-u12-vocabulary-robots-c05,eng6-full-00269,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c05,34,Mẹo học từ,"Đọc to từ, đặt một câu ngắn, rồi đổi ngữ cảnh để tránh học vẹt.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c05.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c05.mp3,46080,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c06,lesson-card:eng6-b2-u12-vocabulary-robots-c06,eng6-full-00270,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c06,34,Lỗi hay gặp,Không chỉ nhớ nghĩa tiếng Việt; cần biết từ dùng trong câu nào.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c06.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c06.mp3,40128,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c07,lesson-card:eng6-b2-u12-vocabulary-robots-c07,eng6-full-00271,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c07,34,Mini check,Em hãy chọn 3 từ trong Unit 12 và đặt câu.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c07.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c07.mp3,30912,,local-ready
lesson-card:eng6-b2-u12-vocabulary-robots-c08,lesson-card:eng6-b2-u12-vocabulary-robots-c08,eng6-full-00272,english,6,lesson-card,eng6-b2-u12-vocabulary-robots-c08,34,Recap,"Cần nhớ từ theo chủ đề Robots, nghĩa Việt, loại từ và câu ví dụ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-vocabulary-robots-c08.mp3,lesson-card-eng6-b2-u12-vocabulary-robots-c08.mp3,48960,,local-ready
lesson-card:eng6-b2-u12-grammar-robots-c01,lesson-card:eng6-b2-u12-grammar-robots-c01,eng6-full-00273,english,6,lesson-card,eng6-b2-u12-grammar-robots-c01,35,Grammar Unit 12,Bài này luyện ngữ pháp dùng trong chủ đề Robots.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u12-grammar-robots-c01.mp3,lesson-card-eng6-b2-u12-grammar-robots-c01.mp3,29184,,local-ready
